Symbole,Description,Prix,Prix - Devise,Marché,Changement de prix % 1 jour,Capitalisation boursière,Capitalisation boursière - Devise,Ratio cours/bénéfice,"Rendement du dividende %, 12 mois écoulés",Performance % 5 années,Performance % 1 année,Performance % 6 mois,Performance % 3 mois,Performance % 1 mois,Moyenne mobile simple (21) 1 jour,Moyenne mobile simple (200) 1 jour,Moyenne mobile simple (50) 1 jour,Beta 5 années,Beta 1 année,Moyenne de la vraie amplitude (14) 1 jour,"Rendement des fonds propres %, 12 mois écoulés","Rendement des capitaux employés %, 12 mois écoulés",perfsum,mrat
CMCSA,Comcast Corporation,33.6,USD,NASDAQ,0.931210574,1.24058E+11,USD,5.548858025,3.844998498,-21.60522632,-16.48023863,-8.083709479,-1.869158879,-4.300769012,32.91619048,36.3268,34.2336,0.92205936,0.5523633,0.717646326,25.43899595,9.591046538,-26.43310699,0.906113131
STMN,STRAUMANN N,94.32,CHF,SIX,0.042426814,18587127144,USD,38.34925798,0.989171179,5.62150056,-25.17255058,-29.26884139,-12.13786679,-11.60262418,100.81,111.2853,103.0662,1.38011,1.3194584,2.708674253,21.26662352,21.64075569,-66.57925876,0.905869868
OTIS,Otis Worldwide Corporation,87.57,USD,NYSE,-1.739228007,34369054872,USD,23.15135492,1.784111311,38.93384103,-5.980244793,-11.36639676,-9.497726333,-11.00609756,87.42714286,96.5698,93.522,0.9433378,0.53356147,1.693320945,,74.86569455,-26.84436789,0.905325918
CNR,CANADIAN NATIONAL RAILWAYS CO,130.75,CAD,TSX,0.445571176,58639767922,USD,18.02106018,2.661903664,-5.342793021,-15.65604438,-11.0302123,-10.44520548,-3.930933137,129.5061905,143.1281,136.3428,0.8627365,0.5753364,1.882052874,22.29604299,12.49157097,-37.13146216,0.904827148
DAY,"Dayforce, Inc.",69,USD,NYSE,2.37388724,11018784943,USD,227.2727273,0,-8.195848856,25.47735952,2.389078498,21.26537786,19.95827538,57.39095238,63.4878,57.1594,1.1087488,1.2774823,2.716130862,1.892586084,5.10015667,49.13181587,0.903968201
BAH,Booz Allen Hamilton Holding Corporation,108.97,USD,NYSE,-0.219760095,13430409654,USD,13.38253896,1.941214175,25.41143975,-27.84877177,-3.198010127,2.031835206,-2.040632866,109.9090476,121.60665,107.3992,0.46961302,0.4319433,2.914282256,96.27588659,25.11508555,-29.01494669,0.903807873
WSO,"Watsco, Inc.",405.63,USD,NYSE,-3.137760585,16501858902,USD,31.05396529,2.722258041,68.36709281,-14.5358392,-21.8002352,-10.16543751,-13.65716597,434.4161905,480.8597,444.8484,0.9468411,0.86054605,12.32236642,18.38016606,20.82227068,-46.50151191,0.903415675
AVB,"AvalonBay Communities, Inc.",190.43,USD,NYSE,-0.099674746,27113995716,USD,23.42139571,3.619767076,25.16760878,-11.9235928,-13.13292583,-4.498495486,-5.489106159,190.7871429,211.2555,198.3174,0.86628056,0.76515347,3.73869197,9.774009799,,-29.55501412,0.903110891
TGT,Target Corporation,97.06,USD,NYSE,-1.651636437,44100753704,USD,11.31749863,4.539467018,-37.17799353,-41.99486046,-22.91319196,4.208718059,-5.537712895,103.5014286,114.7422,101.9036,1.2151061,0.57822293,3.336196755,26.31913967,13.0307212,-60.69933436,0.902034549
TAP,Molson Coors Beverage Company,51.74,USD,NYSE,0.818394388,10239287759,USD,10.18885016,3.546375682,39.91346674,-4.238386082,-14.7470753,-4.238386082,3.314696486,50.40571429,55.9176,49.8512,0.66904163,0.3084196,1.154523253,7.793300601,7.121341776,-23.22384746,0.901428428
CFR,RICHEMONT N,133.75,CHF,SIX,-0.074710497,96877058269,USD,30.3102409,2.040059347,125.4720162,-1.870873074,-25.85920177,-16.48454574,-5.242649663,133.702381,148.3525,142.117,1.7935908,1.5690916,2.610413536,17.42202173,14.4547976,-44.21462059,0.901247913
UN0,UNIPER SE,37.9,EUR,XETR,0.132100396,18295066139,USD,,0,-93.17363112,-13.54927007,-14.83146067,-4.17193426,1.608579088,36.86428571,40.94025,37.421,0.98601574,0.7843449,0.98238546,-2.93416468,-32.75400758,-32.55266501,0.900441148
RMS,HERMES INTL,2069,EUR,EURONEXT,-0.048309179,2.51398E+11,USD,48.48260461,1.236329054,198.0409061,-5.868971793,-24.29564581,-14.78583196,-11.61896625,2138.761905,2375.6275,2253.72,0.9592013,1.5701866,45.60344723,28.31237758,35.6027657,-44.95044956,0.900293461
FTNT,"Fortinet, Inc.",77.75,USD,NASDAQ,-2.336389901,59577185562,USD,31.0292533,0,191.5916592,3.253652058,-31.77131324,-23.89389193,-27.28888058,88.77047619,98.60845,97.3606,1.0784808,1.27107,3.777995868,165.17074,38.20484895,-52.41155311,0.900231939
EQIX,"Equinix, Inc.",772.19,USD,NASDAQ,-0.528153139,75569589391,USD,75.59299468,2.305839313,-1.631847134,-6.514527845,-17.41460076,-10.71915828,-2.177658415,782.4709524,869.461625,800.6726,0.8876496,0.69779915,15.17964973,7.541157727,,-34.64828689,0.899948807
NESN,NESTLE N,75.85,CHF,SIX,-0.02636088,2.371E+11,USD,18.93740793,4.005778828,-31.22052956,-15.17557404,-8.5262904,-14.1774157,-2.255154639,72.74,80.89775,76.5908,0.8265682,0.6686306,1.071381201,33.41331345,16.91676665,-37.87928014,0.899159742
GFS,GlobalFoundries Inc.,32.6,USD,NASDAQ,-1.27195639,18024957799,USD,,0,-30.63829787,-29.08418534,-27.08566316,-10.2916896,-19.3867458,35.10571429,39.122325,37.5122,1.4935814,1.764865,1.362009412,-1.01469096,5.209958619,-66.4615381,0.897332004
SAN,SANOFI,87.45,EUR,EURONEXT,-0.022864982,1.23771E+11,USD,11.88566924,4.504193956,0.760455113,-11.46993229,-14.61628588,-6.229894917,3.798219585,83.58619048,93.15665,83.4144,0.5678899,0.7233341,1.577861071,8.663050638,10.1140941,-32.31611309,0.897264881
CVC,CVC CAPITAL,17.1,EUR,EURONEXT,-0.639163277,21231789614,USD,80.09367681,1.211608472,-1.384083045,-8.556154623,-25.55507183,1.907032181,-0.407687828,17.00238095,18.9522,17.0148,1.771459,1.6501417,0.378794204,88.06003694,,-32.20419427,0.897119118
BBY,"Best Buy Co., Inc.",72.39,USD,NYSE,0.166044002,15299387118,USD,17.69148052,5.230386052,-38.80811496,-15.8255814,-20.45054945,6.848708487,8.82441371,68.88428571,76.8123375,69.28,1.2279118,1.1423267,1.98231556,30.213858,25.11035531,-29.42742236,0.89678674
STZ,"Constellation Brands, Inc.",164.93,USD,NYSE,-0.823812387,29075621493,USD,,2.441371016,-7.736630119,-32.41404745,-5.430045872,-10.36413043,-1.914956884,169.9228571,189.77255,168.3912,0.66842586,0.4604124,3.778179925,-5.049864991,17.07780709,-48.20822376,0.895402718
DOC,"Healthpeak Properties, Inc.",17.28,USD,NYSE,0.348432056,12267477909,USD,73.62590541,7.026771196,-36.40044166,-20.91533181,-12.59484067,2.979737783,-6.188925081,17.18714286,19.216,17.6052,1.0187193,0.565828,0.356396943,1.965719179,,-30.53043469,0.894418342
ATCO_A,ATLAS COPCO AB SER. A,150.2,SEK,OMXSTO,0.670241287,72433839619,USD,26.08454031,1.939799331,64.77658489,-18.10250371,-20,-4.966782664,-2.086049544,148.397619,166.1045,152.014,1.3838918,1.2799773,3.06300792,28.28116033,26.79875398,-43.06928638,0.89339915
AKAM,"Akamai Technologies, Inc.",76.32,USD,NASDAQ,0.341835393,10943183496,USD,27.05903209,0,-31.18744928,-24.66686408,-14.24719101,0.289093298,-3.355704698,75.67571429,84.8224,77.5972,0.7653519,0.77941734,1.910605037,9.208252622,7.05992469,-38.62496179,0.892166624
ITX,INDUSTRIA DE DISENO TEXTIL S.A. INDITEX,43.45,EUR,BME,0.046051117,1.5688E+11,USD,23.03206997,2.976038339,88.25823224,-10.8169148,-19.26793014,-9.929519071,2.815901562,42.7247619,47.8918,43.1926,1.1786693,1.2587074,0.625632075,33.02979202,33.75770749,-40.01436401,0.892110171
HLAG,HAPAG-LLOYD AG,121.4,EUR,XETR,0.57995029,24621064738,USD,9.034620308,6.816292602,116.7857143,-18.90447562,-18.7416332,-23.93483709,-6.615384615,126.6333333,142.128,128.588,1.1694036,0.9936193,3.852977011,13.09847283,9.454479511,-61.58094591,0.8909809
EIX,Edison International,53.81,USD,NYSE,-3.842030021,20707918870,USD,7.906723874,5.830057184,4.770249221,-35.74158108,3.480769231,-4.541422743,4.892787524,54.32904762,61.03305,52.2894,0.75685376,0.4306653,1.407877119,17.37153535,4.364897835,-36.8022346,0.890157834
RYAN,"Ryan Specialty Holdings, Inc.",59.83,USD,NYSE,0.117135207,15777322015,USD,2601.304348,0.769745649,133.7109375,-8.362689539,-4.272,-12.97454545,-8.404776485,60.10952381,67.5844,63.7048,0.6391965,0.46786097,1.603064215,9.438788098,,-25.60923499,0.889399385
UHAL,U-Haul Holding Company,56.85,USD,NYSE,-0.750698324,10254088881,USD,39.99577881,0,61.13945578,-19.20125071,-22.68461852,-6.450551259,-8.601286174,58.67714286,65.9832,60.5322,1.2047637,0.72780454,1.36003669,3.713358464,3.625544913,-48.33642049,0.88927398
BF.A,Brown Forman Inc,30.63,USD,NYSE,0.723446235,14428801295,USD,16.67029498,2.95067412,-53.59090909,-32.15946844,-2.946768061,-10.33372365,7.285464098,30.15619048,33.9322,28.9068,0.5271314,0.6275102,0.734248218,23.1424767,16.16102255,-45.43996015,0.888718989
GIB.A,CGI INC,131.83,CAD,TSX,0.357795371,20901472182,USD,17.48454866,0.342570037,44.3288811,-11.43432986,-20.60346904,-10.58735757,-3.773722628,133.1652381,149.85935,138.6284,0.59849524,0.5878526,2.207688861,17.92877927,19.26863152,-42.62515648,0.888601466
SLB,Schlumberger N.V.,33.81,USD,NYSE,1.348920863,50744334052,USD,11.58194026,3.357314149,80.60897436,-24.09070498,-20.07092199,2.083333333,0.505350773,33.67333333,37.895625,34.517,1.0392205,0.940099,0.885786554,19.78101661,15.63502469,-42.07829364,0.888581026
SIKA,SIKA N,188.3,CHF,SIX,-0.185528757,37428999938,USD,24.71323201,1.886792453,-12.00934579,-27.96480214,-23.17421461,-14.09671533,-6.458022851,193.352381,218.20525,202.964,1.4558715,1.1073852,3.541073898,19.43941272,13.24465236,-65.23573208,0.886103249
HAL,Halliburton Company,21.28,USD,NYSE,0.853080569,18143373525,USD,9.956487157,3.222748815,34.00503778,-32.29398664,-20.98031935,9.296353364,2.801932367,21.5952381,24.38475,21.6292,1.128082,0.9802135,0.685138767,18.16142404,17.55606126,-43.97795262,0.885604244
DOCU,"DocuSign, Inc.",70.74,USD,NASDAQ,-0.492333662,14293919168,USD,13.36810477,0,-66.72155055,24.30152873,-17.9350348,-16.29392971,-10.83942526,73.43428571,82.978975,75.4126,1.0105019,1.1080986,2.255801971,70.19552624,13.50183987,-9.927435786,0.884974606
REGN,"Regeneron Pharmaceuticals, Inc.",598.16,USD,NASDAQ,1.209793405,63397445290,USD,15.07171006,0.2977953,-2.322087593,-49.93261963,-14.29512988,1.927238647,9.368829079,565.1466667,638.82195,548.9576,0.32751518,0.7518746,16.72699757,15.33622153,11.78542061,-62.30051087,0.884670082
P911,Porsche AG Vz,46.72,EUR,XETR,0.365198711,49110642120,USD,19.63437697,4.960274855,-44.38095238,-33.86183372,-18.46422339,6.254264271,7.624971205,45.12190476,51.0071,43.4136,1.5130826,1.2001292,1.177836845,9.615683834,9.36123348,-46.07179283,0.884620078
FTV,Fortive Corporation,47.76,USD,NYSE,-0.582847627,16158942755,USD,21.55818362,0.666111574,5.051744986,-10.45966745,-22.55734736,-8.057207472,-4.727707959,48.44857143,54.84437381,50.76629832,1.0867554,1.1000767,1.09795932,7.364448744,7.614551177,-41.07422228,0.883382708
KRZ,Kerry Group PLC,81.2,EUR,EURONEXT,0,15363605085,USD,19.18578551,1.553789731,-25.23020258,-7.884288145,-16.20227038,-16.33178774,-10.02770083,81.87380952,92.7115,87.94,0.64978606,0.43706825,1.471506671,11.02540981,9.625000673,-40.41834627,0.883103062
MBLY,Mobileye Global Inc.,13.89,USD,NASDAQ,0.216450216,11407495457,USD,,0,-47.99700487,-6.085192698,-22.05387205,-11.58497772,-13.72670807,14.15095238,16.056625,15.6903,0.5067738,1.7213115,0.602185729,-22.06458839,-2.861135628,-39.72404247,0.881315493
JD,"JD.com, Inc.",31.18,USD,NASDAQ,0.03208213,44667857959,USD,8.804676249,3.144048765,-59.50123393,19.73886329,-25.29947293,-6.22556391,-6.897581368,31.82047619,36.10755,32.2636,0.47467557,0.67758554,0.730358236,17.26025871,8.162713941,-11.78617355,0.881269324
GIVN,GIVAUDAN N,3426,CHF,SIX,0.41031653,38932008500,USD,29.0387463,2.023121387,-10.1965924,-18.3508103,-12.33367451,-16.00882569,-5.201992252,3420.809524,3882.705,3689.5,0.9138024,0.46003643,56.04256953,25.98574822,16.15306468,-46.6933105,0.881037711
GPN,Global Payments Inc.,85.72,USD,NYSE,-0.058295441,20796282340,USD,14.99099351,1.165908826,-49.37695624,-21.63817534,-18.58676038,15.33907427,5.023278608,83.34190476,94.634,81.1898,0.9392894,1.1838257,2.499558105,6.205663971,5.33752672,-24.88586144,0.880676129
PNDORA,PANDORA A/S,891,DKK,OMXCOP,0.179896559,10421085025,USD,13.10845444,2.231644722,128.6374075,-20.55283103,-28.34740651,-25.28301887,-15.5450237,1002.633333,1138.5255,1053.726,1.0408005,0.3426135,32.00619985,140.8,48.75658014,-74.18325641,0.880641965
BMY,Bristol-Myers Squibb Company,48.43,USD,NYSE,0.352258599,98576161892,USD,19.54162127,5.097389142,-22.31312159,-0.717507175,-12.6285405,3.196249734,3.240247282,46.78285714,53.1908,47.2246,0.3716313,0.27788964,1.085701319,29.31119561,17.98468191,-10.14979794,0.879529113
HPQ,HP Inc.,26.58,USD,NYSE,0.41556479,24965873296,USD,10.24435366,4.321118247,44.29967427,-24.05714286,-23.86135778,-3.973988439,6.533066132,25.88238095,29.4454,25.321,1.3090934,1.2831854,0.59576181,,29.48021098,-51.89248907,0.878995733
ESSITY_A,ESSITY AB SER. A,255.5,SEK,OMXSTO,0.392927308,18149381078,USD,14.44147388,3.235294118,-15.11627907,-10.66433566,-10.66433566,-11.43847487,3.651115619,246.2380952,280.1375,253.74,0.40823448,0.14498156,3.118762462,14.97500107,13.44521962,-32.7671462,0.878990122
ERIC_A,"ERICSSON, TELEFONAB. L M SER. A",74.8,SEK,OMXSTO,0.537634409,25743945045,USD,14.4348598,3.75168691,-32.49097473,1.768707483,-12.61682243,-12,1.907356948,72.80952381,82.875,76.026,0.5242354,0.79188824,1.075964911,20.29333834,20.19817909,-22.84811495,0.87854629
ENTG,"Entegris, Inc.",82.09,USD,NASDAQ,3.374889812,12444843946,USD,42.20131606,0.503714897,17.1542743,-27.63575458,-23.99074074,16.73777019,-10.01863422,79.58809524,90.6338,82.0656,1.2210367,1.8820606,3.493483523,8.083851582,6.75568961,-34.88872513,0.878128195
DSFIR,DSM FIRMENICH AG,84.54,EUR,EURONEXT,0.356125356,25807430518,USD,31.05120106,2.932207366,-25.18584071,-29.10691824,-16.46245059,-11.62450345,-5.351545007,83.62095238,95.27,87.958,1.2210366,1.1238953,1.351415972,3.303275672,3.830278439,-57.19387228,0.877725962
PCG,Pacific Gas & Electric Co.,14.67,USD,NYSE,-4.4921875,32242274860,USD,13.56825749,0.553385417,61.03183315,-21.29828326,-6.975269499,-14.36077058,8.666666667,14.77761905,16.85165,14.1674,-1.1168008,0.26948187,0.431978555,8.482041818,3.953640447,-42.63432334,0.876924162
SRT,SARTORIUS AG,158,EUR,XETR,-1.12640801,14135062455,USD,104.7814842,0.448402948,-43.57142857,-17.79396462,-18.47265222,-12.61061947,-1.618929016,156.3333333,178.637,165.86,0.8593088,1.4242349,5.102658694,3.880418981,7.378842546,-48.87723631,0.875145313
BRO,"Brown & Brown, Inc.",96.4,USD,NYSE,-0.402934187,31796846805,USD,27.7986043,0.599235458,110.1133391,-7.146985167,-13.83625313,-12.65742502,-5.997074598,95.25190476,108.9307,102.1922,0.78376204,0.45067808,1.742124554,11.27128263,,-33.64066332,0.874426629
MONC,MONCLER,47.65,EUR,MIL,0.358045493,14916833102,USD,21.07288166,2.715688323,47.52322438,-14.14414414,-28.60353611,-13.45804577,-6.421838178,47.17619048,53.96865,48.8552,0.98264086,1.1959699,1.077495563,18.88587772,21.49931677,-56.20572602,0.874140644
FDS,FactSet Research Systems Inc.,376.96,USD,NYSE,-2.755133629,14251641257,USD,27.20927379,1.088638943,4.865496425,-8.40481108,-18.91589589,-17.81275891,-10.6835683,390.3638095,447.5694,416.3214,0.8221498,0.5690174,9.460570048,26.34575065,19.93357016,-45.13346588,0.8721861
ORSTED,ORSTED A/S,208.4,DKK,OMXCOP,-0.761904762,13682042557,USD,14.73853944,0,-76.23175155,-43.75168691,-31.42481079,-20.91081594,-34.3001261,263.4285714,302.4895,276.816,0.42175412,0.24627347,11.60687643,9.620023637,-0.656671716,-96.08731364,0.870868481
AAL,ANGLO AMERICAN ORD USD0.623855311355311,2169,GBX,LSE,-0.550206327,31564298144,USD,,2.564202696,1.568817438,-15.97509046,-21.35420674,-9.52847178,-6.909871245,2163,2483.808546,2174.58,1.7383147,1.9065334,56.51887925,-9.355260348,6.246910052,-46.85776898,0.870840067
BEI,BEIERSDORF AG,100.35,EUR,XETR,-0.397022333,25422681417,USD,25.38642516,0.971345313,5.631578947,-20.82840237,-21.23233909,-17.03183134,-9.185520362,104.1009524,119.60835,106.5094,0.3148828,0.43216667,2.170459086,10.43663472,14.31376827,-59.09257279,0.870348537
KNIN,KUEHNE+NAGEL INT N,167.55,CHF,SIX,-0.059648076,24612785452,USD,17.23127237,4.833040422,-0.681683462,-35.03295599,-21.5956949,-13.05137519,-1.816583651,168.7452381,193.99125,171.768,1.1841838,1.1857508,2.972375124,51.31520285,33.08161788,-69.68002609,0.869860048
GME,GameStop Corporation,22.56,USD,NYSE,-0.309323906,10091906773,USD,48.91587164,0,1669.411765,1.759133965,-17.21100917,-26.2745098,-6.545153273,22.75571429,26.1876,23.2268,-0.6972691,-0.027408559,0.571660276,6.61826616,1.248495967,-41.72638501,0.868949972
ARE,"Alexandria Real Estate Equities, Inc.",77.41,USD,NYSE,-0.064549445,13388753251,USD,,6.790601601,-54.46202718,-32.77464177,-18.94240838,14.1740413,-1.651632575,76.79380952,88.39305,76.1602,1.252576,0.8339332,2.129557475,-0.121115805,,-37.54300885,0.868776556
LSEG,LONDON STOCK EXCHANGE GROUP ORD GBP0.06918604,9424,GBX,LSE,-0.485744456,66630348418,USD,50.73566137,1.361256545,4.734385419,-5.608974359,-19.3495935,-18.01652893,-10.67298578,9627.380952,11098.925,10280.2,0.37837267,0.6223845,233.6162426,4.497655574,,-42.97509678,0.867415624
IEX,IDEX Corporation,162.38,USD,NYSE,-1.270748465,12225149682,USD,26.2101916,1.702438135,-9.295050832,-18.75719217,-17.22485599,-8.918555082,-9.91900588,166.7290476,192.69735,174.264,1.0310248,1.1237556,3.928594465,12.24724085,11.84485483,-44.90060325,0.865237885
MRK,MERCK KGAA O.N.,110.6,EUR,XETR,0.090497738,55758173301,USD,16.79574791,1.97044335,-2.555066079,-34.97942769,-18.85546588,-3.321678322,-0.584269663,109.9595238,127.1215,110.68,0.5965149,0.7810975,2.31227521,10.076223,11.74358842,-57.1565719,0.864995487
RVTY,"Revvity, Inc.",89.67,USD,NYSE,-2.213740458,10408227895,USD,38.04735234,0.305343511,-23.83419689,-25.54180852,-21.86982661,1.150592217,-1.677631579,90.75095238,104.9186,94.448,0.9162334,0.90099144,2.859842313,3.612748519,3.604951586,-46.26104291,0.864965339
MORN,"Morningstar, Inc.",258.67,USD,NASDAQ,-1.38015174,10910116104,USD,27.52218416,0.674825575,64.97863384,-17.28647715,-21.30514147,-14.37603443,-8.529297358,266.7866667,308.7608,285.9814,0.9610424,0.83764976,5.519616965,26.51400827,17.91644552,-52.96765304,0.864056145
MRNA,"Moderna, Inc.",26.22,USD,NASDAQ,-2.491632577,10201670579,USD,,0,-61.15555556,-70.11284623,-22.63204485,0.267686424,-15.36475145,28.59214286,33.128525,29.1525,1.8283657,0.99957144,1.297423076,-27.50225001,-27.55630394,-92.47720466,0.863067186
ODFL,"Old Dominion Freight Line, Inc.",149.75,USD,NASDAQ,-0.326144835,31472678455,USD,29.24747564,0.71884984,49.8998999,-25.34523157,-24.07341682,-6.212813929,-8.999756928,151.5866667,175.728825,158.4704,1.2470704,1.2266407,4.87995112,26.2512691,29.71504107,-55.63146232,0.862616971
VACN,VAT GROUP N,270.6,CHF,SIX,0.222222222,10012870464,USD,36.34507676,2.298639206,47.06521739,-38.41602045,-25.35172414,-12.87830006,-16.27475248,282.5619048,327.58,312.64,1.5689019,1.2934449,6.88232897,33.01774536,27.48661169,-76.64604465,0.862573737
CDI,CHRISTIAN DIOR,464.2,EUR,EURONEXT,-0.043066322,97237333471,USD,18.38969353,2.757742894,34.08434044,-26.43423138,-26.60869565,2.790079717,0.694143167,453.4285714,525.8415,448.256,1.2471122,1.454293,10.64649351,19.54022989,16.4472594,-50.25284731,0.86229134
CLX,Clorox Company (The),119.84,USD,NYSE,-1.162886598,14657560172,USD,18.36797253,4.024742268,-47.28368451,-21.15270741,-21.91307747,-8.755900716,-5.496411955,124.2995238,144.26755,124.4692,0.48625985,0.17094924,2.399552549,249.614792,30.38751759,-51.82168561,0.861590315
IFF,"International Flavors & Fragrances, Inc.",66.13,USD,NYSE,0.030252609,16948263821,USD,,2.420208743,-45.58097433,-32.60293518,-17.50249501,-11.7796158,-13.4650615,68.52190476,79.67145,72.5832,1.0548984,0.5989696,1.739390903,-2.74268965,4.639595564,-61.88504599,0.860055952
GIS,"General Mills, Inc.",49.81,USD,NYSE,0.342465753,27018314033,USD,12.17640013,4.854955681,-22.19618869,-28.97476116,-15.93248945,-6.914595403,1.116524564,49.6547619,57.7945,50.979,-0.009464918,-0.004030331,0.928861619,24.57208309,13.57284706,-51.82184601,0.85916068
COO,"The Cooper Companies, Inc.",73.04,USD,NASDAQ,-0.62585034,14572392960,USD,35.42879317,0,-3.711027618,-23.82144347,-17.34751613,-6.801071839,1.02351314,72.1947619,84.40875,72.0616,1.0011009,0.7355542,1.705764037,5.148027542,6.736308677,-47.97003144,0.855299503
CRM,"Salesforce, Inc.",245.83,USD,NYSE,-0.251572327,2.35013E+11,USD,38.45119109,0.662203287,17.68958254,-5.848333972,-22.93005612,-11.88888889,-6.52851711,249.4347619,292.51315,258.711,1.3706759,1.2731805,6.195255887,10.31167687,10.75248398,-40.66727898,0.85273008
VNOM,"Viper Energy, Inc.",37.16,USD,NASDAQ,-0.161203654,12121801660,USD,10.74174712,6.636217088,266.1083744,-20.08602151,-25.84314508,-5.828687278,-0.827328529,37.70190476,44.27395,38.311,0.96709603,0.7443876,1.051134807,16.43412125,8.296758208,-51.75785386,0.851559546
CAP,CAPGEMINI,124.95,EUR,EURONEXT,0,24789984968,USD,14.07966646,2.687747036,10.82039911,-31.57174526,-22.39130435,-15.65980425,-8.595464521,126.1285714,148.42225,135.4,1.075474,1.4222251,3.040933547,14.30208572,14.94566031,-69.62285386,0.849795576
ASM,ASM INTERNATIONAL N.V.,401.3,EUR,EURONEXT,-0.471230159,22770697436,USD,37.55416015,0.736738703,214.0062598,-34.70549739,-29.44796062,-16.13375131,-15.19442096,421.0428571,496.129,476.628,1.9442986,1.8203346,10.98880675,15.10738369,25.42416683,-80.28720931,0.848656009
